fid,HoleID,From,To,SampleID,Length_mm,Cu_pc,mid_x,mid_y,mid_z,PROJECTCOD,PNTPROSPC,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,SF_Observe,WGS84_CALX,WGS84_CALY,WGS84_CALZ,CoordSurv,SurvInstr,SampleDate,SAMPLEDBY,Lith1,Lith2,LT_Color1,LT_Color2,Lith_Desc,Alt_Assbl1,Alt1,Alt2,Alt3,Alt_Desc,MN_Miner_1,MN_Miner_2,MN_Miner_3,Min_Desc,Lab_L_D,Dsptch_L_D,SmpDspDate,Labjobno,SmpRetDate,AnalysisLD,GenerMeth,SampWt_g_D,RecvdWt_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD
618,Ro32,484.5,485,RO32/1,500,0.015,4342069.69,5644157.3,-288.8712439,Tannenberg Copper Project,,Ro32,RO32/1,Core,Drill Core,Drillhole,,9.7528776,50.9110895,-288.8712439,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,150,,,,,,,,,,,,30,,,,45,,,
619,Ro32,485,485.5,RO32/2,500,0.02,4342069.69,5644157.3,-289.3712439,Tannenberg Copper Project,,Ro32,RO32/2,Core,Drill Core,Drillhole,,9.7528776,50.9110895,-289.3712439,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,200,,,,,,,,,,,,25,,,,50,,,
620,Ro32,485.5,486,RO32/3,500,0.04,4342069.69,5644157.3,-289.8712439,Tannenberg Copper Project,,Ro32,RO32/3,Core,Drill Core,Drillhole,,9.7528776,50.9110895,-289.8712439,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,400,,,,,,,,,,,,25,,,,80,,,
621,Ro32,486,486.21,RO32/4,210,0.051,4342069.69,5644157.3,-290.2262439,Tannenberg Copper Project,,Ro32,RO32/4,Core,Drill Core,Drillhole,,9.7528776,50.9110895,-290.2262439,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,510,,,,,,,,,,,,25,,,,85,,,
622,Ro32,486.21,486.51,RO32/5,300,0.05,4342069.69,5644157.3,-290.4812439,Tannenberg Copper Project,,Ro32,RO32/5,Core,Drill Core,Drillhole,,9.7528776,50.9110895,-290.4812439,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,500,,,,,,,,,,,,40,,,,65,,,
623,Ro32,486.51,486.86,RO32/6,350,0.15,4342069.69,5644157.3,-290.8062439,Tannenberg Copper Project,,Ro32,RO32/6,Core,Drill Core,Drillhole,,9.7528776,50.9110895,-290.8062439,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,1500,,,,,,,,,,,,40,,,,140,,,
624,Ro32,486.86,487.06,RO32/7,200,0.65,4342069.69,5644157.3,-291.0812439,Tannenberg Copper Project,,Ro32,RO32/7,Core,Drill Core,Drillhole,,9.7528776,50.9110895,-291.0812439,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,6500,,,,,,,,,,,,20,,,,480,,,
625,Ro32,487.06,487.5,RO32/8,440,0.097,4342069.69,5644157.3,-291.4012439,Tannenberg Copper Project,,Ro32,RO32/8,Core,Drill Core,Drillhole,,9.7528776,50.9110895,-291.4012439,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,970,,,,,,,,,,,,10,,,,70,,,
626,Ro32,487.5,488,RO32/9,500,0.2,4342069.69,5644157.3,-291.8712439,Tannenberg Copper Project,,Ro32,RO32/9,Core,Drill Core,Drillhole,,9.7528776,50.9110895,-291.8712439,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,2000,,,,,,,,,,,,55,,,,100,,,
627,Ro32,488,488.5,RO32/10,500,0.022,4342069.69,5644157.3,-292.3712439,Tannenberg Copper Project,,Ro32,RO32/10,Core,Drill Core,Drillhole,,9.7528776,50.9110895,-292.3712439,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,220,,,,,,,,,,,,10,,,,35,,,
628,Ro32,488.5,489,RO32/11,500,0.0045,4342069.69,5644157.3,-292.8712439,Tannenberg Copper Project,,Ro32,RO32/11,Core,Drill Core,Drillhole,,9.7528776,50.9110895,-292.8712439,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,45,,,,,,,,,,,,5,,,,15,,,
629,Ro33,240,240.5,RO33/1,500,0.013,4347520.58,5648340.33,-32.12452882,Tannenberg Copper Project,,Ro33,RO33/1,Core,Drill Core,Drillhole,,9.8285747,50.9501291,-32.12452882,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,130,,,,,,,,,,,,1200,,,,290,,,
630,Ro33,240.5,241,RO33/2,500,0.011,4347520.58,5648340.33,-32.62452882,Tannenberg Copper Project,,Ro33,RO33/2,Core,Drill Core,Drillhole,,9.8285747,50.9501291,-32.62452882,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,110,,,,,,,,,,,,1500,,,,170,,,
631,Ro33,241,241.5,RO33/3,500,0.0075,4347520.58,5648340.33,-33.12452882,Tannenberg Copper Project,,Ro33,RO33/3,Core,Drill Core,Drillhole,,9.8285747,50.9501291,-33.12452882,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,75,,,,,,,,,,,,1200,,,,140,,,
632,Ro33,241.5,242,RO33/4,500,0.025,4347520.58,5648340.33,-33.62452882,Tannenberg Copper Project,,Ro33,RO33/4,Core,Drill Core,Drillhole,,9.8285747,50.9501291,-33.62452882,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,250,,,,,,,,,,,,2900,,,,1400,,,
633,Ro33,242,242.5,RO33/5,500,0.046,4347520.58,5648340.33,-34.12452882,Tannenberg Copper Project,,Ro33,RO33/5,Core,Drill Core,Drillhole,,9.8285747,50.9501291,-34.12452882,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,460,,,,,,,,,,,,4700,,,,6200,,,
634,Ro33,242.5,243.1,RO33/6,600,1.2,4347520.58,5648340.33,-34.67452882,Tannenberg Copper Project,,Ro33,RO33/6,Core,Drill Core,Drillhole,,9.8285747,50.9501291,-34.67452882,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,12000,,,,,,,,,,,,160,,,,200,,,
635,Ro33,243.1,243.5,RO33/7,400,0.31,4347520.58,5648340.33,-35.17452882,Tannenberg Copper Project,,Ro33,RO33/7,Core,Drill Core,Drillhole,,9.8285747,50.9501291,-35.17452882,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,3100,,,,,,,,,,,,35,,,,35,,,
636,Ro33,243.5,244,RO33/8,500,0.17,4347520.58,5648340.33,-35.62452882,Tannenberg Copper Project,,Ro33,RO33/8,Core,Drill Core,Drillhole,,9.8285747,50.9501291,-35.62452882,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,1700,,,,,,,,,,,,70,,,,35,,,
637,Ro33,244,244.5,RO33/9,500,0.14,4347520.58,5648340.33,-36.12452882,Tannenberg Copper Project,,Ro33,RO33/9,Core,Drill Core,Drillhole,,9.8285747,50.9501291,-36.12452882,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,1400,,,,,,,,,,,,20,,,,25,,,
638,Ro33,244.5,245,RO33/10,500,0.14,4347520.58,5648340.33,-36.62452882,Tannenberg Copper Project,,Ro33,RO33/10,Core,Drill Core,Drillhole,,9.8285747,50.9501291,-36.62452882,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,1400,,,,,,,,,,,,20,,,,50,,,
639,Ro34,194,194.5,RO34/1,500,0.007,4347363.13,5651850.49,31.94416975,Tannenberg Copper Project,,Ro34,RO34/1,Core,Drill Core,Drillhole,,9.8248635,50.9816174,31.94416975,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,70,,,,,,,,,,,,1200,,,,230,,,
640,Ro34,194.5,195,RO34/2,500,0.004,4347363.13,5651850.49,31.44416975,Tannenberg Copper Project,,Ro34,RO34/2,Core,Drill Core,Drillhole,,9.8248635,50.9816174,31.44416975,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,40,,,,,,,,,,,,1200,,,,45,,,
641,Ro34,195,195.5,RO34/3,500,0.004,4347363.13,5651850.49,30.94416975,Tannenberg Copper Project,,Ro34,RO34/3,Core,Drill Core,Drillhole,,9.8248635,50.9816174,30.94416975,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,40,,,,,,,,,,,,1000,,,,35,,,
642,Ro34,195.5,196,RO34/4,500,0.003,4347363.13,5651850.49,30.44416975,Tannenberg Copper Project,,Ro34,RO34/4,Core,Drill Core,Drillhole,,9.8248635,50.9816174,30.44416975,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,30,,,,,,,,,,,,680,,,,35,,,
643,Ro34,196,196.5,RO34/5,500,0.0035,4347363.13,5651850.49,29.94416975,Tannenberg Copper Project,,Ro34,RO34/5,Core,Drill Core,Drillhole,,9.8248635,50.9816174,29.94416975,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,35,,,,,,,,,,,,1000,,,,40,,,
644,Ro34,196.5,196.75,RO34/6,250,0.023,4347363.13,5651850.49,29.56916975,Tannenberg Copper Project,,Ro34,RO34/6,Core,Drill Core,Drillhole,,9.8248635,50.9816174,29.56916975,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,230,,,,,,,,,,,,3300,,,,120,,,
645,Ro34,196.75,197,RO34/7,250,0.45,4347363.13,5651850.49,29.31916975,Tannenberg Copper Project,,Ro34,RO34/7,Core,Drill Core,Drillhole,,9.8248635,50.9816174,29.31916975,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,4500,,,,,,,,,,,,46000,,,,4100,,,
646,Ro34,197,197.5,RO34/9,500,0.01,4347363.13,5651850.49,28.94416975,Tannenberg Copper Project,,Ro34,RO34/9,Core,Drill Core,Drillhole,,9.8248635,50.9816174,28.94416975,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,100,,,,,,,,,,,,250,,,,45,,,
647,Ro34,197.5,198,RO34/10,500,0.004,4347363.13,5651850.49,28.44416975,Tannenberg Copper Project,,Ro34,RO34/10,Core,Drill Core,Drillhole,,9.8248635,50.9816174,28.44416975,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,40,,,,,,,,,,,,55,,,,30,,,
648,Ro34,198,198.5,RO34/8,500,0.069,4347363.13,5651850.49,27.94416975,Tannenberg Copper Project,,Ro34,RO34/8,Core,Drill Core,Drillhole,,9.8248635,50.9816174,27.94416975,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,690,,,,,,,,,,,,70,,,,25,,,
649,Ro34,198.5,199,RO34/11,500,0.016,4347363.13,5651850.49,27.44416975,Tannenberg Copper Project,,Ro34,RO34/11,Core,Drill Core,Drillhole,,9.8248635,50.9816174,27.44416975,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,160,,,,,,,,,,,,95,,,,45,,,
650,Ro35,376,376.5,RO35/1,500,0.002,4349084.425,5646179.469,-82.48338001,Tannenberg Copper Project,,Ro35,RO35/1,Core,Drill Core,Drillhole,,9.8517078,50.9311302,-82.48338001,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,20,,,,,,,,,,,,160,,,,35,,,
651,Ro35,376.5,377,RO35/2,500,0.0035,4349084.425,5646179.469,-82.98338001,Tannenberg Copper Project,,Ro35,RO35/2,Core,Drill Core,Drillhole,,9.8517078,50.9311302,-82.98338001,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,35,,,,,,,,,,,,340,,,,95,,,
652,Ro35,377,377.5,RO35/3,500,0.0035,4349084.425,5646179.469,-83.48338001,Tannenberg Copper Project,,Ro35,RO35/3,Core,Drill Core,Drillhole,,9.8517078,50.9311302,-83.48338001,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,35,,,,,,,,,,,,850,,,,4400,,,
653,Ro35,377.5,378,RO35/4,500,0.018,4349084.425,5646179.469,-83.98338001,Tannenberg Copper Project,,Ro35,RO35/4,Core,Drill Core,Drillhole,,9.8517078,50.9311302,-83.98338001,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,180,,,,,,,,,,,,4800,,,,11000,,,
654,Ro35,378,378.27,RO35/5,270,0.042,4349084.425,5646179.469,-84.36838001,Tannenberg Copper Project,,Ro35,RO35/5,Core,Drill Core,Drillhole,,9.8517078,50.9311302,-84.36838001,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,420,,,,,,,,,,,,8400,,,,20000,,,
655,Ro35,378.27,378.55,RO35/6,280,2.2,4349084.425,5646179.469,-84.64338001,Tannenberg Copper Project,,Ro35,RO35/6,Core,Drill Core,Drillhole,,9.8517078,50.9311302,-84.64338001,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,22000,,,,,,,,,,,,13000,,,,15000,,,
656,Ro35,378.55,379,RO35/7,450,1.3,4349084.425,5646179.469,-85.00838001,Tannenberg Copper Project,,Ro35,RO35/7,Core,Drill Core,Drillhole,,9.8517078,50.9311302,-85.00838001,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,13000,,,,,,,,,,,,270,,,,410,,,
657,Ro35,379,379.5,RO35/8,500,0.34,4349084.425,5646179.469,-85.48338001,Tannenberg Copper Project,,Ro35,RO35/8,Core,Drill Core,Drillhole,,9.8517078,50.9311302,-85.48338001,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,3400,,,,,,,,,,,,40,,,,80,,,
658,Ro35,379.5,380,RO35/9,500,0.77,4349084.425,5646179.469,-85.98338001,Tannenberg Copper Project,,Ro35,RO35/9,Core,Drill Core,Drillhole,,9.8517078,50.9311302,-85.98338001,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,7700,,,,,,,,,,,,30,,,,80,,,
659,Ro35,380,380.5,RO35/10,500,0.59,4349084.425,5646179.469,-86.48338001,Tannenberg Copper Project,,Ro35,RO35/10,Core,Drill Core,Drillhole,,9.8517078,50.9311302,-86.48338001,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,5900,,,,,,,,,,,,45,,,,280,,,
660,Ro35,380.5,381,RO35/11,500,0.2,4349084.425,5646179.469,-86.98338001,Tannenberg Copper Project,,Ro35,RO35/11,Core,Drill Core,Drillhole,,9.8517078,50.9311302,-86.98338001,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,2000,,,,,,,,,,,,65,,,,85,,,
661,Ro36,304,304.5,RO36/1,500,0.0315,4347359.19,5650524.23,9.681954269,Tannenberg Copper Project,,Ro36,RO36/1,Core,Drill Core,Drillhole,,9.825364,50.9697033,9.681954269,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,315,,,,,,,,,,,,35,,,,45,,,
662,Ro36,304.5,305,RO36/2,500,0.027,4347359.19,5650524.23,9.181954269,Tannenberg Copper Project,,Ro36,RO36/2,Core,Drill Core,Drillhole,,9.825364,50.9697033,9.181954269,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,270,,,,,,,,,,,,35,,,,40,,,
663,Ro36,305,305.5,RO36/3,500,0.028,4347359.19,5650524.23,8.681954269,Tannenberg Copper Project,,Ro36,RO36/3,Core,Drill Core,Drillhole,,9.825364,50.9697033,8.681954269,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,280,,,,,,,,,,,,40,,,,30,,,
664,Ro36,305.5,306,RO36/4,500,0.012,4347359.19,5650524.23,8.181954269,Tannenberg Copper Project,,Ro36,RO36/4,Core,Drill Core,Drillhole,,9.825364,50.9697033,8.181954269,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,120,,,,,,,,,,,,30,,,,35,,,
665,Ro36,306,306.5,RO36/5,500,0.0505,4347359.19,5650524.23,7.681954269,Tannenberg Copper Project,,Ro36,RO36/5,Core,Drill Core,Drillhole,,9.825364,50.9697033,7.681954269,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,505,,,,,,,,,,,,25,,,,35,,,
666,Ro36,306.5,307,RO36/6,500,0.31,4347359.19,5650524.23,7.181954269,Tannenberg Copper Project,,Ro36,RO36/6,Core,Drill Core,Drillhole,,9.825364,50.9697033,7.181954269,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3100,,,,,,,,,,,,30,,,,45,,,
667,Ro36,307,307.5,RO36/7,500,0.23,4347359.19,5650524.23,6.681954269,Tannenberg Copper Project,,Ro36,RO36/7,Core,Drill Core,Drillhole,,9.825364,50.9697033,6.681954269,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,2300,,,,,,,,,,,,15,,,,30,,,
668,Ro36,307.5,308,RO36/8,500,0.11,4347359.19,5650524.23,6.181954269,Tannenberg Copper Project,,Ro36,RO36/8,Core,Drill Core,Drillhole,,9.825364,50.9697033,6.181954269,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1100,,,,,,,,,,,,20,,,,20,,,
669,Ro36,308,308.5,RO36/9,500,0.33,4347359.19,5650524.23,5.681954269,Tannenberg Copper Project,,Ro36,RO36/9,Core,Drill Core,Drillhole,,9.825364,50.9697033,5.681954269,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,3300,,,,,,,,,,,,15,,,,25,,,
670,Ro36,308.5,309,RO36/10,500,0.215,4347359.19,5650524.23,5.181954269,Tannenberg Copper Project,,Ro36,RO36/10,Core,Drill Core,Drillhole,,9.825364,50.9697033,5.181954269,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,2150,,,,,,,,,,,,15,,,,45,,,
671,Ro37,510,510.5,RO37/1,500,1e-06,4345377.492,5647952.023,-235.9602145,Tannenberg Copper Project,,Ro37,RO37/1,Core,Drill Core,Drillhole,,9.7982652,50.9460704,-235.9602145,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,0,,,,,,,,,,,,0,,,,0,,,
672,Ro37,510.5,511,RO37/2,500,1e-06,4345377.492,5647952.023,-236.4602145,Tannenberg Copper Project,,Ro37,RO37/2,Core,Drill Core,Drillhole,,9.7982652,50.9460704,-236.4602145,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,0,,,,,,,,,,,,0,,,,0,,,
673,Ro37,511,511.5,RO37/3,500,1e-06,4345377.492,5647952.023,-236.9602145,Tannenberg Copper Project,,Ro37,RO37/3,Core,Drill Core,Drillhole,,9.7982652,50.9460704,-236.9602145,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,0,,,,,,,,,,,,0,,,,0,,,
674,Ro37,511.5,512,RO37/4,500,2e-06,4345377.492,5647952.023,-237.4602145,Tannenberg Copper Project,,Ro37,RO37/4,Core,Drill Core,Drillhole,,9.7982652,50.9460704,-237.4602145,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,0,,,,,,,,,,,,0,,,,0,,,
675,Ro37,512,512.5,RO37/5,500,2e-06,4345377.492,5647952.023,-237.9602145,Tannenberg Copper Project,,Ro37,RO37/5,Core,Drill Core,Drillhole,,9.7982652,50.9460704,-237.9602145,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,0,,,,,,,,,,,,0,,,,0,,,
676,Ro37,512.5,513,RO37/6,500,1e-06,4345377.492,5647952.023,-238.4602145,Tannenberg Copper Project,,Ro37,RO37/6,Core,Drill Core,Drillhole,,9.7982652,50.9460704,-238.4602145,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,0,,,,,,,,,,,,0,,,,0,,,
677,Ro37,513,513.5,RO37/7,500,-1e-06,4345377.492,5647952.023,-238.9602145,Tannenberg Copper Project,,Ro37,RO37/7,Core,Drill Core,Drillhole,,9.7982652,50.9460704,-238.9602145,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,0,,,,,,,,,,,,0,,,,0,,,
678,Ro37,513.5,514,RO37/8,500,-1e-06,4345377.492,5647952.023,-239.4602145,Tannenberg Copper Project,,Ro37,RO37/8,Core,Drill Core,Drillhole,,9.7982652,50.9460704,-239.4602145,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,0,,,,,,,,,,,,0,,,,0,,,
679,Ro38,534,534.25,RO38/1,250,0.0025,4351639.65,5647471.99,-285.3997152,Tannenberg Copper Project,,Ro38,RO38/1,Core,Drill Core,Drillhole,,9.8875036,50.9434035,-285.3997152,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,25,,,,,,,,,,,,250,,,,70,,,
680,Ro38,534.25,534.5,RO38/2,250,0.0025,4351639.65,5647471.99,-285.6497152,Tannenberg Copper Project,,Ro38,RO38/2,Core,Drill Core,Drillhole,,9.8875036,50.9434035,-285.6497152,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,25,,,,,,,,,,,,170,,,,85,,,
681,Ro38,534.5,534.75,RO38/3,250,0.0045,4351639.65,5647471.99,-285.8997152,Tannenberg Copper Project,,Ro38,RO38/3,Core,Drill Core,Drillhole,,9.8875036,50.9434035,-285.8997152,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,45,,,,,,,,,,,,130,,,,80,,,
682,Ro38,534.75,535,RO38/4,250,0.0025,4351639.65,5647471.99,-286.1497152,Tannenberg Copper Project,,Ro38,RO38/4,Core,Drill Core,Drillhole,,9.8875036,50.9434035,-286.1497152,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,25,,,,,,,,,,,,310,,,,100,,,
683,Ro38,535,535.25,RO38/5,250,0.004,4351639.65,5647471.99,-286.3997152,Tannenberg Copper Project,,Ro38,RO38/5,Core,Drill Core,Drillhole,,9.8875036,50.9434035,-286.3997152,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,40,,,,,,,,,,,,730,,,,120,,,
684,Ro38,535.25,535.5,RO38/6,250,0.0065,4351639.65,5647471.99,-286.6497152,Tannenberg Copper Project,,Ro38,RO38/6,Core,Drill Core,Drillhole,,9.8875036,50.9434035,-286.6497152,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,65,,,,,,,,,,,,360,,,,420,,,
685,Ro38,535.5,535.75,RO38/7,250,0.0045,4351639.65,5647471.99,-286.8997152,Tannenberg Copper Project,,Ro38,RO38/7,Core,Drill Core,Drillhole,,9.8875036,50.9434035,-286.8997152,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,45,,,,,,,,,,,,510,,,,1400,,,
686,Ro38,535.75,536,RO38/8,250,0.28,4351639.65,5647471.99,-287.1497152,Tannenberg Copper Project,,Ro38,RO38/8,Core,Drill Core,Drillhole,,9.8875036,50.9434035,-287.1497152,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,2800,,,,,,,,,,,,670,,,,3800,,,
687,Ro38,536,536.25,RO38/9,250,0.025,4351639.65,5647471.99,-287.3997152,Tannenberg Copper Project,,Ro38,RO38/9,Core,Drill Core,Drillhole,,9.8875036,50.9434035,-287.3997152,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,250,,,,,,,,,,,,3100,,,,10000,,,
688,Ro38,536.25,536.66,RO38/10,410,0.93,4351639.65,5647471.99,-287.7297152,Tannenberg Copper Project,,Ro38,RO38/10,Core,Drill Core,Drillhole,,9.8875036,50.9434035,-287.7297152,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,9300,,,,,,,,,,,,9700,,,,15000,,,
689,Ro38,536.66,537,RO38/11,340,1.3,4351639.65,5647471.99,-288.1047152,Tannenberg Copper Project,,Ro38,RO38/11,Core,Drill Core,Drillhole,,9.8875036,50.9434035,-288.1047152,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,13000,,,,,,,,,,,,220,,,,490,,,
690,Ro38,537,537.5,RO38/12,500,0.4,4351639.65,5647471.99,-288.5247152,Tannenberg Copper Project,,Ro38,RO38/12,Core,Drill Core,Drillhole,,9.8875036,50.9434035,-288.5247152,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,4000,,,,,,,,,,,,55,,,,170,,,
691,Ro38,537.5,538,RO38/13,500,0.37,4351639.65,5647471.99,-289.0247152,Tannenberg Copper Project,,Ro38,RO38/13,Core,Drill Core,Drillhole,,9.8875036,50.9434035,-289.0247152,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,3700,,,,,,,,,,,,110,,,,350,,,
692,Ro39,184.5,185,RO39/1,500,0.0065,4358152.45,5656841.79,132.7900556,Tannenberg Copper Project,,Ro39,RO39/1,Core,Drill Core,Drillhole,,9.9764537,51.0292144,132.7900556,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,65,,,,,,,,,,,,530,,,,150,,,
693,Ro39,185,185.5,RO39/2,500,0.0055,4358152.45,5656841.79,132.2900556,Tannenberg Copper Project,,Ro39,RO39/2,Core,Drill Core,Drillhole,,9.9764537,51.0292144,132.2900556,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,55,,,,,,,,,,,,620,,,,90,,,
694,Ro39,185.5,186,RO39/3,500,0.01,4358152.45,5656841.79,131.7900556,Tannenberg Copper Project,,Ro39,RO39/3,Core,Drill Core,Drillhole,,9.9764537,51.0292144,131.7900556,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,100,,,,,,,,,,,,1400,,,,40,,,
695,Ro39,186,186.5,RO39/4,500,0.015,4358152.45,5656841.79,131.2900556,Tannenberg Copper Project,,Ro39,RO39/4,Core,Drill Core,Drillhole,,9.9764537,51.0292144,131.2900556,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,150,,,,,,,,,,,,1500,,,,180,,,
