fid,HoleID,From,To,SampleID,Length_mm,Cu_pc,mid_x,mid_y,mid_z,PROJECTCOD,PNTPROSPC,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,SF_Observe,WGS84_CALX,WGS84_CALY,WGS84_CALZ,CoordSurv,SurvInstr,SampleDate,SAMPLEDBY,Lith1,Lith2,LT_Color1,LT_Color2,Lith_Desc,Alt_Assbl1,Alt1,Alt2,Alt3,Alt_Desc,MN_Miner_1,MN_Miner_2,MN_Miner_3,Min_Desc,Lab_L_D,Dsptch_L_D,SmpDspDate,Labjobno,SmpRetDate,AnalysisLD,GenerMeth,SampWt_g_D,RecvdWt_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD
82,Quentel,414,414.62,19125,620,0.002,4336188.92,5676848.21,-37.34333548,Tannenberg Copper Project,,Quentel,19125,Core,Drill Core,Drillhole,,9.6545396,51.2030598,-37.34333548,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,16,,,,,,,,,,,,70,,,,93,,,
83,Quentel,414.62,415,19126,380,0.003,4336188.92,5676848.21,-37.84333548,Tannenberg Copper Project,,Quentel,19126,Core,Drill Core,Drillhole,,9.6545396,51.2030598,-37.84333548,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,29,,,,,,,,,,,,42,,,,48,,,
84,Quentel,415,416,19127,1000,0.006,4336188.92,5676848.21,-38.53333548,Tannenberg Copper Project,,Quentel,19127,Core,Drill Core,Drillhole,,9.6545396,51.2030598,-38.53333548,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,63,,,,,,,,,,,,111,,,,734,,,
85,Quentel,416,416.33,19128,330,0.008,4336188.92,5676848.21,-39.19833548,Tannenberg Copper Project,,Quentel,19128,Core,Drill Core,Drillhole,,9.6545396,51.2030598,-39.19833548,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,80,,,,,,,,,,,,0,,,,28,,,
86,Quentel,416.33,416.74,19129,410,0.005,4336188.92,5676848.21,-39.56833548,Tannenberg Copper Project,,Quentel,19129,Core,Drill Core,Drillhole,,9.6545396,51.2030598,-39.56833548,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,54,,,,,,,,,,,,42,,,,217,,,
87,Quentel,416.74,416.88,19130,140,0.001,4336188.92,5676848.21,-39.84333548,Tannenberg Copper Project,,Quentel,19130,Core,Drill Core,Drillhole,,9.6545396,51.2030598,-39.84333548,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11,,,,,,,,,,,,28,,,,19,,,
88,Quentel,416.88,417,19131,120,0.008,4336188.92,5676848.21,-39.97333548,Tannenberg Copper Project,,Quentel,19131,Core,Drill Core,Drillhole,,9.6545396,51.2030598,-39.97333548,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,76,,,,,,,,,,,,0,,,,60,,,
89,Quentel,417,417.2,19132,200,0.01,4336188.92,5676848.21,-40.13333548,Tannenberg Copper Project,,Quentel,19132,Core,Drill Core,Drillhole,,9.6545396,51.2030598,-40.13333548,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,104,,,,,,,,,,,,0,,,,89,,,
90,Quentel,417.2,417.27,19133,70,0.024,4336188.92,5676848.21,-40.26833548,Tannenberg Copper Project,,Quentel,19133,Core,Drill Core,Drillhole,,9.6545396,51.2030598,-40.26833548,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,240,,,,,,,,,,,,0,,,,90,,,
91,Quentel,417.27,417.56,19134,290,0.048,4336188.92,5676848.21,-40.44833548,Tannenberg Copper Project,,Quentel,19134,Core,Drill Core,Drillhole,,9.6545396,51.2030598,-40.44833548,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,477,,,,,,,,,,,,0,,,,35,,,
92,Quentel,417.56,417.6,19135,40,0.002,4336188.92,5676848.21,-40.61333548,Tannenberg Copper Project,,Quentel,19135,Core,Drill Core,Drillhole,,9.6545396,51.2030598,-40.61333548,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,22,,,,,,,,,,,,56,,,,74,,,
93,Quentel,417.6,417.96,19136,360,0.004,4336188.92,5676848.21,-40.81333548,Tannenberg Copper Project,,Quentel,19136,Core,Drill Core,Drillhole,,9.6545396,51.2030598,-40.81333548,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,37,,,,,,,,,,,,0,,,,26,,,
94,Quentel,417.96,418,19137,40,0,4336188.92,5676848.21,-41.01333548,Tannenberg Copper Project,,Quentel,19137,Core,Drill Core,Drillhole,,9.6545396,51.2030598,-41.01333548,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,0,,,,27,,,
95,Ro15,280,280.075,16850,7.5,0.029,4348595.4,5647200.43,-8.66064485,Tannenberg Copper Project,,Ro15,16850,Core,Drill Core,Drillhole,,9.8443325,50.940173,-8.66064485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,22,,,,289,,,,0.46,,,,39,,,,822,,,,287,,,
96,Ro15,280.075,280.126,16849,5.1,0.023,4348595.4,5647200.43,-8.72364485,Tannenberg Copper Project,,Ro15,16849,Core,Drill Core,Drillhole,,9.8443325,50.940173,-8.72364485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,29,,,,234,,,,0.66,,,,20,,,,441,,,,555,,,
97,Ro15,280.126,280.159,16848,3.3,0.031,4348595.4,5647200.43,-8.76564485,Tannenberg Copper Project,,Ro15,16848,Core,Drill Core,Drillhole,,9.8443325,50.940173,-8.76564485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,19,,,,311,,,,1.14,,,,20,,,,1074,,,,1963,,,
98,Ro15,280.159,280.166,16847,0.7,0.004,4348595.4,5647200.43,-8.78564485,Tannenberg Copper Project,,Ro15,16847,Core,Drill Core,Drillhole,,9.8443325,50.940173,-8.78564485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,17,,,,44,,,,0.14,,,,30,,,,28,,,,186,,,
99,Ro15,280.166,280.395,16846,22.9,0.029,4348595.4,5647200.43,-8.90364485,Tannenberg Copper Project,,Ro15,16846,Core,Drill Core,Drillhole,,9.8443325,50.940173,-8.90364485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,14,,,,294,,,,1.61,,,,30,,,,4118,,,,3183,,,
100,Ro15,280.395,280.433,16845,3.8,0.072,4348595.4,5647200.43,-9.03714485,Tannenberg Copper Project,,Ro15,16845,Core,Drill Core,Drillhole,,9.8443325,50.940173,-9.03714485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,41,,,,720,,,,2.29,,,,85,,,,5028,,,,520,,,
101,Ro15,280.433,280.463,16844,3,0.003,4348595.4,5647200.43,-9.07114485,Tannenberg Copper Project,,Ro15,16844,Core,Drill Core,Drillhole,,9.8443325,50.940173,-9.07114485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,12,,,,31,,,,0.03,,,,30,,,,28,,,,17,,,
102,Ro15,280.463,280.47,16843,0.7,0.03,4348595.4,5647200.43,-9.08964485,Tannenberg Copper Project,,Ro15,16843,Core,Drill Core,Drillhole,,9.8443325,50.940173,-9.08964485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,41,,,,300,,,,2.04,,,,71,,,,3987,,,,427,,,
103,Ro15,280.47,280.497,16842,2.7,0.055,4348595.4,5647200.43,-9.10664485,Tannenberg Copper Project,,Ro15,16842,Core,Drill Core,Drillhole,,9.8443325,50.940173,-9.10664485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,37,,,,545,,,,2.29,,,,76,,,,8671,,,,2121,,,
104,Ro15,280.497,280.805,16841,30.8,0.011,4348595.4,5647200.43,-9.27414485,Tannenberg Copper Project,,Ro15,16841,Core,Drill Core,Drillhole,,9.8443325,50.940173,-9.27414485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,46,,,,106,,,,1.32,,,,71,,,,3792,,,,2197,,,
105,Ro15,280.805,280.997,16840,19.2,0.004,4348595.4,5647200.43,-9.52414485,Tannenberg Copper Project,,Ro15,16840,Core,Drill Core,Drillhole,,9.8443325,50.940173,-9.52414485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,56,,,,40,,,,0.79,,,,67,,,,2556,,,,1731,,,
106,Ro15,280.997,281.208,16839,21.1,0.004,4348595.4,5647200.43,-9.72564485,Tannenberg Copper Project,,Ro15,16839,Core,Drill Core,Drillhole,,9.8443325,50.940173,-9.72564485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,56,,,,42,,,,0.8,,,,71,,,,3662,,,,1605,,,
107,Ro15,281.208,281.226,16838,1.8,0.01,4348595.4,5647200.43,-9.84014485,Tannenberg Copper Project,,Ro15,16838,Core,Drill Core,Drillhole,,9.8443325,50.940173,-9.84014485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,37,,,,97,,,,1.42,,,,85,,,,7890,,,,224,,,
108,Ro15,281.226,281.548,16837,32.2,0.007,4348595.4,5647200.43,-10.01014485,Tannenberg Copper Project,,Ro15,16837,Core,Drill Core,Drillhole,,9.8443325,50.940173,-10.01014485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,54,,,,71,,,,0.73,,,,72,,,,3458,,,,328,,,
109,Ro15,281.548,281.578,16836,3,0.007,4348595.4,5647200.43,-10.18614485,Tannenberg Copper Project,,Ro15,16836,Core,Drill Core,Drillhole,,9.8443325,50.940173,-10.18614485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,44,,,,67,,,,0.8,,,,63,,,,2845,,,,76,,,
110,Ro15,281.578,281.772,16835,19.4,0.016,4348595.4,5647200.43,-10.29814485,Tannenberg Copper Project,,Ro15,16835,Core,Drill Core,Drillhole,,9.8443325,50.940173,-10.29814485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,54,,,,163,,,,0.78,,,,67,,,,4003,,,,193,,,
111,Ro15,281.772,281.996,16834,22.4,0.01,4348595.4,5647200.43,-10.50714485,Tannenberg Copper Project,,Ro15,16834,Core,Drill Core,Drillhole,,9.8443325,50.940173,-10.50714485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,54,,,,102,,,,0.69,,,,72,,,,2708,,,,52,,,
112,Ro15,281.996,282.046,16833,5,0.011,4348595.4,5647200.43,-10.64414485,Tannenberg Copper Project,,Ro15,16833,Core,Drill Core,Drillhole,,9.8443325,50.940173,-10.64414485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,50,,,,110,,,,1.07,,,,76,,,,4956,,,,40,,,
113,Ro15,282.046,282.261,16832,21.5,0.023,4348595.4,5647200.43,-10.77664485,Tannenberg Copper Project,,Ro15,16832,Core,Drill Core,Drillhole,,9.8443325,50.940173,-10.77664485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,54,,,,231,,,,0.95,,,,72,,,,2232,,,,61,,,
114,Ro15,282.261,282.319,16831,5.8,0.016,4348595.4,5647200.43,-10.91314485,Tannenberg Copper Project,,Ro15,16831,Core,Drill Core,Drillhole,,9.8443325,50.940173,-10.91314485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,50,,,,157,,,,1.3,,,,72,,,,1620,,,,42,,,
115,Ro15,282.319,282.502,16830,18.3,0.024,4348595.4,5647200.43,-11.03364485,Tannenberg Copper Project,,Ro15,16830,Core,Drill Core,Drillhole,,9.8443325,50.940173,-11.03364485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,54,,,,235,,,,0.66,,,,72,,,,591,,,,42,,,
116,Ro15,282.502,282.777,16829,27.5,0.027,4348595.4,5647200.43,-11.26264485,Tannenberg Copper Project,,Ro15,16829,Core,Drill Core,Drillhole,,9.8443325,50.940173,-11.26264485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,59,,,,272,,,,1.22,,,,81,,,,135,,,,56,,,
117,Ro15,282.777,282.816,16828,3.9,0.075,4348595.4,5647200.43,-11.41964485,Tannenberg Copper Project,,Ro15,16828,Core,Drill Core,Drillhole,,9.8443325,50.940173,-11.41964485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,54,,,,751,,,,1.27,,,,86,,,,114,,,,87,,,
118,Ro15,282.816,282.981,16827,16.5,0.026,4348595.4,5647200.43,-11.52164485,Tannenberg Copper Project,,Ro15,16827,Core,Drill Core,Drillhole,,9.8443325,50.940173,-11.52164485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,50,,,,257,,,,0.81,,,,76,,,,67,,,,60,,,
119,Ro15,282.981,283.124,16826,14.3,0.026,4348595.4,5647200.43,-11.67564485,Tannenberg Copper Project,,Ro15,16826,Core,Drill Core,Drillhole,,9.8443325,50.940173,-11.67564485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,54,,,,260,,,,0.81,,,,76,,,,60,,,,58,,,
120,Ro15,283.124,283.249,16825,12.5,0.016,4348595.4,5647200.43,-11.80964485,Tannenberg Copper Project,,Ro15,16825,Core,Drill Core,Drillhole,,9.8443325,50.940173,-11.80964485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,50,,,,157,,,,1.1,,,,72,,,,53,,,,51,,,
121,Ro15,283.249,283.371,16824,12.2,0.016,4348595.4,5647200.43,-11.93314485,Tannenberg Copper Project,,Ro15,16824,Core,Drill Core,Drillhole,,9.8443325,50.940173,-11.93314485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,54,,,,159,,,,1.07,,,,76,,,,53,,,,57,,,
122,Ro15,283.371,283.515,16823,14.4,0.018,4348595.4,5647200.43,-12.06614485,Tannenberg Copper Project,,Ro15,16823,Core,Drill Core,Drillhole,,9.8443325,50.940173,-12.06614485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,50,,,,176,,,,0.98,,,,76,,,,60,,,,54,,,
123,Ro15,283.515,283.646,16822,13.1,0.017,4348595.4,5647200.43,-12.20364485,Tannenberg Copper Project,,Ro15,16822,Core,Drill Core,Drillhole,,9.8443325,50.940173,-12.20364485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,54,,,,173,,,,0.95,,,,76,,,,67,,,,56,,,
124,Ro15,283.646,283.767,16821,12.1,0.015,4348595.4,5647200.43,-12.32964485,Tannenberg Copper Project,,Ro15,16821,Core,Drill Core,Drillhole,,9.8443325,50.940173,-12.32964485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,64,,,,154,,,,1.2,,,,88,,,,60,,,,53,,,
125,Ro15,283.767,283.9,16820,13.3,0.022,4348595.4,5647200.43,-12.45664485,Tannenberg Copper Project,,Ro15,16820,Core,Drill Core,Drillhole,,9.8443325,50.940173,-12.45664485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,69,,,,219,,,,0.91,,,,79,,,,53,,,,59,,,
126,Ro15,284.04,284.317,16818,27.7,0.017,4348595.4,5647200.43,-12.80164485,Tannenberg Copper Project,,Ro15,16818,Core,Drill Core,Drillhole,,9.8443325,50.940173,-12.80164485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,56,,,,171,,,,0.83,,,,67,,,,28,,,,38,,,
127,Ro15,284.317,284.37,16817,5.3,0.019,4348595.4,5647200.43,-12.96664485,Tannenberg Copper Project,,Ro15,16817,Core,Drill Core,Drillhole,,9.8443325,50.940173,-12.96664485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,61,,,,189,,,,1.02,,,,71,,,,34,,,,33,,,
128,Ro15,284.505,284.582,16815,7.7,0.029,4348595.4,5647200.43,-13.16664485,Tannenberg Copper Project,,Ro15,16815,Core,Drill Core,Drillhole,,9.8443325,50.940173,-13.16664485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,61,,,,287,,,,1.17,,,,80,,,,34,,,,35,,,
129,Ro15,284.582,284.731,16814,14.9,0.029,4348595.4,5647200.43,-13.27964485,Tannenberg Copper Project,,Ro15,16814,Core,Drill Core,Drillhole,,9.8443325,50.940173,-13.27964485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,56,,,,285,,,,1.17,,,,76,,,,28,,,,33,,,
130,Ro15,284.731,284.995,16813,26.4,0.037,4348595.4,5647200.43,-13.48614485,Tannenberg Copper Project,,Ro15,16813,Core,Drill Core,Drillhole,,9.8443325,50.940173,-13.48614485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,56,,,,374,,,,1.24,,,,71,,,,28,,,,38,,,
131,Ro15,284.995,285.04,16812,4.5,0.043,4348595.4,5647200.43,-13.64064485,Tannenberg Copper Project,,Ro15,16812,Core,Drill Core,Drillhole,,9.8443325,50.940173,-13.64064485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,61,,,,429,,,,2.14,,,,85,,,,28,,,,95,,,
132,Ro15,285.04,285.292,16811,25.2,0.05,4348595.4,5647200.43,-13.78914485,Tannenberg Copper Project,,Ro15,16811,Core,Drill Core,Drillhole,,9.8443325,50.940173,-13.78914485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,51,,,,501,,,,1.32,,,,71,,,,28,,,,38,,,
133,Ro15,285.292,285.391,16810,9.9,0.067,4348595.4,5647200.43,-13.96464485,Tannenberg Copper Project,,Ro15,16810,Core,Drill Core,Drillhole,,9.8443325,50.940173,-13.96464485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,51,,,,667,,,,1.5,,,,80,,,,34,,,,42,,,
134,Ro15,285.391,285.451,16809,6,0.062,4348595.4,5647200.43,-14.04414485,Tannenberg Copper Project,,Ro15,16809,Core,Drill Core,Drillhole,,9.8443325,50.940173,-14.04414485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,56,,,,615,,,,1.17,,,,76,,,,28,,,,33,,,
135,Ro15,285.451,285.501,16808,5,0.082,4348595.4,5647200.43,-14.09914485,Tannenberg Copper Project,,Ro15,16808,Core,Drill Core,Drillhole,,9.8443325,50.940173,-14.09914485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,61,,,,820,,,,1.53,,,,85,,,,34,,,,43,,,
136,Ro15,285.501,285.606,16807,10.5,0.074,4348595.4,5647200.43,-14.17664485,Tannenberg Copper Project,,Ro15,16807,Core,Drill Core,Drillhole,,9.8443325,50.940173,-14.17664485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,66,,,,744,,,,0.99,,,,80,,,,47,,,,35,,,
137,Ro15,285.606,285.656,16806,5,0.083,4348595.4,5647200.43,-14.25414485,Tannenberg Copper Project,,Ro15,16806,Core,Drill Core,Drillhole,,9.8443325,50.940173,-14.25414485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,61,,,,825,,,,1.24,,,,76,,,,41,,,,36,,,
138,Ro15,285.656,285.763,16805,10.7,0.07,4348595.4,5647200.43,-14.33264485,Tannenberg Copper Project,,Ro15,16805,Core,Drill Core,Drillhole,,9.8443325,50.940173,-14.33264485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,61,,,,702,,,,0.91,,,,71,,,,41,,,,33,,,
139,Ro15,285.763,285.793,16804,3,0.108,4348595.4,5647200.43,-14.40114485,Tannenberg Copper Project,,Ro15,16804,Core,Drill Core,Drillhole,,9.8443325,50.940173,-14.40114485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,66,,,,1078,,,,1.24,,,,76,,,,41,,,,31,,,
140,Ro15,285.793,285.819,16803,2.6,0.125,4348595.4,5647200.43,-14.42914485,Tannenberg Copper Project,,Ro15,16803,Core,Drill Core,Drillhole,,9.8443325,50.940173,-14.42914485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,66,,,,1253,,,,0.99,,,,80,,,,47,,,,31,,,
141,Ro15,285.819,285.857,16802,3.8,0.149,4348595.4,5647200.43,-14.46114485,Tannenberg Copper Project,,Ro15,16802,Core,Drill Core,Drillhole,,9.8443325,50.940173,-14.46114485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,61,,,,1494,,,,1.14,,,,76,,,,47,,,,32,,,
142,Ro15,285.857,286.018,16801,16.1,0.532,4348595.4,5647200.43,-14.56064485,Tannenberg Copper Project,,Ro15,16801,Core,Drill Core,Drillhole,,9.8443325,50.940173,-14.56064485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,61,,,,5315,,,,0.82,,,,71,,,,60,,,,31,,,
143,Ro15,286.018,286.068,16800,5,0.846,4348595.4,5647200.43,-14.66614485,Tannenberg Copper Project,,Ro15,16800,Core,Drill Core,Drillhole,,9.8443325,50.940173,-14.66614485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,46,,,,8457,,,,1.1,,,,76,,,,41,,,,41,,,
144,Ro15,286.068,286.243,16799,17.5,0.72,4348595.4,5647200.43,-14.77864485,Tannenberg Copper Project,,Ro15,16799,Core,Drill Core,Drillhole,,9.8443325,50.940173,-14.77864485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,46,,,,7200,,,,0.96,,,,76,,,,41,,,,38,,,
145,Ro15,286.243,286.288,16798,4.5,0.919,4348595.4,5647200.43,-14.88864485,Tannenberg Copper Project,,Ro15,16798,Core,Drill Core,Drillhole,,9.8443325,50.940173,-14.88864485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,46,,,,9194,,,,1.5,,,,80,,,,34,,,,51,,,
146,Ro15,286.288,286.388,16797,10,0.638,4348595.4,5647200.43,-14.96114485,Tannenberg Copper Project,,Ro15,16797,Core,Drill Core,Drillhole,,9.8443325,50.940173,-14.96114485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,51,,,,6377,,,,0.99,,,,71,,,,41,,,,37,,,
147,Ro15,286.388,286.438,16796,5,0.681,4348595.4,5647200.43,-15.03614485,Tannenberg Copper Project,,Ro15,16796,Core,Drill Core,Drillhole,,9.8443325,50.940173,-15.03614485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,46,,,,6810,,,,1.28,,,,76,,,,41,,,,48,,,
148,Ro15,286.438,286.532,16795,9.4,0.59,4348595.4,5647200.43,-15.10814485,Tannenberg Copper Project,,Ro15,16795,Core,Drill Core,Drillhole,,9.8443325,50.940173,-15.10814485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,51,,,,5900,,,,1.03,,,,71,,,,34,,,,42,,,
149,Ro15,286.532,286.619,16794,8.7,0.562,4348595.4,5647200.43,-15.19864485,Tannenberg Copper Project,,Ro15,16794,Core,Drill Core,Drillhole,,9.8443325,50.940173,-15.19864485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,46,,,,5619,,,,1.1,,,,71,,,,41,,,,47,,,
150,Ro15,286.619,286.695,16793,7.6,0.64,4348595.4,5647200.43,-15.28014485,Tannenberg Copper Project,,Ro15,16793,Core,Drill Core,Drillhole,,9.8443325,50.940173,-15.28014485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,46,,,,6399,,,,1.14,,,,71,,,,34,,,,49,,,
151,Ro15,286.695,286.812,16792,11.7,0.707,4348595.4,5647200.43,-15.37664485,Tannenberg Copper Project,,Ro15,16792,Core,Drill Core,Drillhole,,9.8443325,50.940173,-15.37664485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,46,,,,7070,,,,1.28,,,,76,,,,34,,,,55,,,
152,Ro15,286.812,286.942,16791,13,0.811,4348595.4,5647200.43,-15.50014485,Tannenberg Copper Project,,Ro15,16791,Core,Drill Core,Drillhole,,9.8443325,50.940173,-15.50014485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,41,,,,8110,,,,1.61,,,,85,,,,34,,,,65,,,
153,Ro15,286.942,287.043,16790,10.1,0.737,4348595.4,5647200.43,-15.61564485,Tannenberg Copper Project,,Ro15,16790,Core,Drill Core,Drillhole,,9.8443325,50.940173,-15.61564485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,41,,,,7374,,,,1.46,,,,76,,,,34,,,,58,,,
154,Ro15,287.043,287.17,16789,12.7,1.6,4348595.4,5647200.43,-15.72964485,Tannenberg Copper Project,,Ro15,16789,Core,Drill Core,Drillhole,,9.8443325,50.940173,-15.72964485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,46,,,,15998,,,,1.5,,,,89,,,,41,,,,71,,,
155,Ro15,287.17,287.272,16788,10.2,1.437,4348595.4,5647200.43,-15.84414485,Tannenberg Copper Project,,Ro15,16788,Core,Drill Core,Drillhole,,9.8443325,50.940173,-15.84414485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,41,,,,14373,,,,1.53,,,,80,,,,34,,,,71,,,
156,Ro15,287.272,287.372,16787,10,0.835,4348595.4,5647200.43,-15.94514485,Tannenberg Copper Project,,Ro15,16787,Core,Drill Core,Drillhole,,9.8443325,50.940173,-15.94514485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,37,,,,8349,,,,1.78,,,,80,,,,28,,,,68,,,
157,Ro15,287.372,287.463,16786,9.1,0.499,4348595.4,5647200.43,-16.04064485,Tannenberg Copper Project,,Ro15,16786,Core,Drill Core,Drillhole,,9.8443325,50.940173,-16.04064485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,37,,,,4990,,,,1.71,,,,67,,,,28,,,,63,,,
158,Ro15,287.463,287.563,16785,10,0.261,4348595.4,5647200.43,-16.13614485,Tannenberg Copper Project,,Ro15,16785,Core,Drill Core,Drillhole,,9.8443325,50.940173,-16.13614485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,37,,,,2607,,,,1.42,,,,62,,,,28,,,,51,,,
159,Ro15,287.563,287.655,16784,9.2,0.258,4348595.4,5647200.43,-16.23214485,Tannenberg Copper Project,,Ro15,16784,Core,Drill Core,Drillhole,,9.8443325,50.940173,-16.23214485,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,37,,,,2575,,,,1.86,,,,71,,,,28,,,,64,,,
